CMDLINE /home/sk3p7ic/Documents/College/CSCI-5343-Term-Project/.venv/bin/python3 medium_334_tests.py time canon 100000
MEM 0.472656 1746113744.4859
MEM 4.410156 1746113744.4872
MEM 5.105469 1746113744.4885
MEM 5.960938 1746113744.4896
MEM 6.476562 1746113744.4909
MEM 7.652344 1746113744.4922
MEM 8.054688 1746113744.4935
MEM 8.484375 1746113744.4947
MEM 8.851562 1746113744.4960
MEM 9.378906 1746113744.4972
MEM 9.378906 1746113744.4985
MEM 9.714844 1746113744.4997
MEM 10.230469 1746113744.5010
MEM 10.488281 1746113744.5022
MEM 10.804688 1746113744.5035
MEM 10.804688 1746113744.5047
MEM 11.164062 1746113744.5060
MEM 11.164062 1746113744.5073
MEM 11.621094 1746113744.5086
MEM 11.628906 1746113744.5098
MEM 12.035156 1746113744.5111
MEM 12.289062 1746113744.5124
MEM 12.546875 1746113744.5137
MEM 13.648438 1746113744.5149
MEM 14.804688 1746113744.5162
MEM 15.863281 1746113744.5174
MEM 16.636719 1746113744.5187
MEM 16.945312 1746113744.5200
MEM 17.203125 1746113744.5213
MEM 17.203125 1746113744.5225
MEM 17.507812 1746113744.5238
MEM 17.574219 1746113744.5250
MEM 17.882812 1746113744.5263
MEM 18.140625 1746113744.5276
MEM 18.183594 1746113744.5288
MEM 18.183594 1746113744.5301
MEM 18.437500 1746113744.5313
MEM 18.695312 1746113744.5326
MEM 18.953125 1746113744.5338
MEM 19.210938 1746113744.5351
MEM 19.468750 1746113744.5363
MEM 19.726562 1746113744.5376
MEM 19.976562 1746113744.5389
MEM 19.976562 1746113744.5401
MEM 20.464844 1746113744.5414
MEM 20.464844 1746113744.5426
MEM 20.464844 1746113744.5439
MEM 20.722656 1746113744.5452
MEM 20.722656 1746113744.5465
MEM 21.238281 1746113744.5478
MEM 21.238281 1746113744.5490
MEM 21.816406 1746113744.5503
MEM 21.886719 1746113744.5515
MEM 22.921875 1746113744.5528
MEM 23.238281 1746113744.5540
MEM 23.632812 1746113744.5553
MEM 23.746094 1746113744.5566
MEM 23.746094 1746113744.5579
MEM 23.746094 1746113744.5591
MEM 23.746094 1746113744.5604
MEM 23.746094 1746113744.5616
MEM 23.746094 1746113744.5629
MEM 23.746094 1746113744.5642
MEM 23.746094 1746113744.5654
MEM 23.746094 1746113744.5667
MEM 23.746094 1746113744.5679
MEM 23.746094 1746113744.5692
MEM 23.746094 1746113744.5704
MEM 23.746094 1746113744.5716
MEM 23.746094 1746113744.5729
MEM 23.746094 1746113744.5742
MEM 23.746094 1746113744.5754
MEM 23.746094 1746113744.5767
MEM 24.261719 1746113744.5780
MEM 24.261719 1746113744.5792
MEM 24.261719 1746113744.5805
MEM 24.261719 1746113744.5818
MEM 24.261719 1746113744.5830
MEM 24.261719 1746113744.5843
MEM 24.261719 1746113744.5855
MEM 24.261719 1746113744.5868
MEM 24.261719 1746113744.5880
MEM 24.261719 1746113744.5893
MEM 24.261719 1746113744.5906
MEM 24.261719 1746113744.5918
MEM 24.261719 1746113744.5930
MEM 24.261719 1746113744.5942
