CMDLINE /home/sk3p7ic/Documents/College/CSCI-5343-Term-Project/.venv/bin/python3 hard_358_tests.py time canon 100000
MEM 1.496094 1746113612.9792
MEM 5.152344 1746113612.9805
MEM 6.519531 1746113612.9817
MEM 7.636719 1746113612.9830
MEM 7.636719 1746113612.9842
MEM 8.039062 1746113612.9854
MEM 8.039062 1746113612.9866
MEM 8.039062 1746113612.9877
MEM 8.410156 1746113612.9889
MEM 8.410156 1746113612.9902
MEM 8.410156 1746113612.9914
MEM 8.839844 1746113612.9926
MEM 8.839844 1746113612.9938
MEM 9.304688 1746113612.9949
MEM 9.304688 1746113612.9963
MEM 9.304688 1746113612.9976
MEM 9.304688 1746113612.9988
MEM 9.898438 1746113613.0001
MEM 10.156250 1746113613.0014
MEM 10.414062 1746113613.0026
MEM 10.730469 1746113613.0039
MEM 10.730469 1746113613.0051
MEM 10.730469 1746113613.0063
MEM 11.046875 1746113613.0075
MEM 11.406250 1746113613.0087
MEM 11.578125 1746113613.0099
MEM 11.984375 1746113613.0111
MEM 11.984375 1746113613.0123
MEM 12.496094 1746113613.0135
MEM 13.613281 1746113613.0148
MEM 14.722656 1746113613.0161
MEM 14.722656 1746113613.0173
MEM 15.828125 1746113613.0185
MEM 16.925781 1746113613.0198
MEM 16.925781 1746113613.0211
MEM 17.183594 1746113613.0224
MEM 17.441406 1746113613.0237
MEM 17.554688 1746113613.0250
MEM 17.863281 1746113613.0263
MEM 18.160156 1746113613.0275
MEM 18.160156 1746113613.0288
MEM 18.160156 1746113613.0301
MEM 18.414062 1746113613.0313
MEM 18.414062 1746113613.0326
MEM 18.929688 1746113613.0338
MEM 19.187500 1746113613.0351
MEM 19.445312 1746113613.0364
MEM 19.703125 1746113613.0377
MEM 19.953125 1746113613.0390
MEM 19.953125 1746113613.0402
MEM 20.210938 1746113613.0415
MEM 20.335938 1746113613.0428
MEM 20.441406 1746113613.0440
MEM 20.441406 1746113613.0453
MEM 20.441406 1746113613.0465
MEM 20.441406 1746113613.0478
MEM 20.441406 1746113613.0490
MEM 20.441406 1746113613.0503
MEM 20.699219 1746113613.0515
MEM 20.699219 1746113613.0527
MEM 20.699219 1746113613.0540
MEM 20.957031 1746113613.0552
MEM 20.957031 1746113613.0565
MEM 21.214844 1746113613.0578
MEM 21.214844 1746113613.0590
MEM 21.214844 1746113613.0603
MEM 21.472656 1746113613.0616
MEM 21.757812 1746113613.0628
MEM 21.906250 1746113613.0641
MEM 22.425781 1746113613.0653
MEM 23.078125 1746113613.0666
MEM 23.078125 1746113613.0678
MEM 23.265625 1746113613.0690
MEM 23.265625 1746113613.0702
MEM 23.265625 1746113613.0714
MEM 23.265625 1746113613.0726
MEM 23.265625 1746113613.0738
MEM 23.265625 1746113613.0751
MEM 23.265625 1746113613.0763
MEM 23.265625 1746113613.0777
MEM 23.265625 1746113613.0789
MEM 23.265625 1746113613.0803
MEM 23.265625 1746113613.0816
MEM 23.265625 1746113613.0828
MEM 23.265625 1746113613.0840
MEM 23.265625 1746113613.0853
MEM 23.265625 1746113613.0866
MEM 23.265625 1746113613.0878
MEM 23.265625 1746113613.0890
MEM 23.265625 1746113613.0903
MEM 23.265625 1746113613.0915
MEM 23.265625 1746113613.0927
MEM 23.265625 1746113613.0940
MEM 23.265625 1746113613.0952
MEM 23.265625 1746113613.0965
MEM 23.265625 1746113613.0977
MEM 23.265625 1746113613.0989
MEM 23.265625 1746113613.1002
MEM 23.265625 1746113613.1014
MEM 23.265625 1746113613.1027
MEM 23.265625 1746113613.1039
MEM 23.265625 1746113613.1052
MEM 23.265625 1746113613.1065
MEM 23.265625 1746113613.1077
MEM 23.265625 1746113613.1090
MEM 23.265625 1746113613.1102
MEM 23.265625 1746113613.1115
MEM 23.265625 1746113613.1128
MEM 23.265625 1746113613.1140
MEM 23.265625 1746113613.1153
MEM 23.265625 1746113613.1165
MEM 23.265625 1746113613.1177
MEM 23.265625 1746113613.1189
MEM 23.265625 1746113613.1201
MEM 23.265625 1746113613.1213
MEM 23.265625 1746113613.1225
MEM 23.265625 1746113613.1237
MEM 23.265625 1746113613.1249
MEM 23.265625 1746113613.1261
MEM 23.265625 1746113613.1273
MEM 23.265625 1746113613.1285
MEM 23.265625 1746113613.1298
MEM 23.265625 1746113613.1310
MEM 23.265625 1746113613.1322
MEM 23.265625 1746113613.1334
MEM 23.265625 1746113613.1346
MEM 23.265625 1746113613.1358
MEM 23.265625 1746113613.1370
MEM 23.265625 1746113613.1383
MEM 23.265625 1746113613.1395
MEM 23.265625 1746113613.1407
MEM 23.265625 1746113613.1419
MEM 23.265625 1746113613.1431
MEM 23.265625 1746113613.1443
MEM 23.265625 1746113613.1455
MEM 23.265625 1746113613.1467
MEM 23.265625 1746113613.1478
MEM 23.265625 1746113613.1490
MEM 23.265625 1746113613.1502
MEM 23.265625 1746113613.1514
MEM 23.265625 1746113613.1526
MEM 23.265625 1746113613.1538
MEM 23.265625 1746113613.1550
MEM 23.265625 1746113613.1562
MEM 23.265625 1746113613.1574
MEM 23.265625 1746113613.1586
